age,income,education,work,car,default
23,35,1,1,0,0
24,19,1,1,1,0
39,38,1,0,1,0
30,20,1,1,0,0
40,50,1,0,1,0
55,43,0,0,0,0
39,30,1,0,1,0
66,22,0,0,0,0
38,45,0,0,1,0
61,19,0,0,0,0
34,30,1,0,1,0
37,70,0,0,1,0
40,30,1,1,0,0
45,50,0,0,0,0
34,41,0,0,0,0
41,20,0,1,1,0
31,120,0,0,1,0
47,120,1,1,0,1
42,15,0,0,1,0
25,35,0,0,1,0
33,45,1,0,1,0
61,44,0,0,0,0
31,25,0,0,0,0
25,13,1,0,0,0
38,7,0,1,0,0
37,22,0,0,0,1
31,16,0,1,0,0
44,50,0,0,1,0
32,35,1,1,0,0
47,14,0,0,0,0
31,30,0,0,1,0
52,85,1,1,0,0
37,200,0,0,1,0
40,35,0,0,1,0
29,39,1,1,0,0
25,42,0,0,1,0
35,15,0,1,1,0
35,30,1,0,0,0
32,90,1,0,1,0
38,44,0,0,1,0
64,20,0,0,1,0
29,65,0,0,0,0
49,30,0,0,0,0
31,47,0,0,0,1
59,8,0,0,0,0
58,8,0,0,0,0
47,20,0,0,0,0
41,19,0,1,0,1
40,100,1,1,1,0
40,22,0,1,0,1
55,20,0,0,0,1
36,45,1,0,0,0
44,20,0,0,0,0
30,50,0,0,0,0
31,45,1,1,1,0
27,25,0,0,1,1
45,20,0,0,0,0
29,20,1,0,0,0
66,60,0,0,0,0
32,25,0,0,0,0
32,12,0,1,0,0
44,35,1,1,0,0
28,70,0,0,0,0
46,60,0,0,0,0
39,25,0,0,0,0
30,40,1,0,1,0
45,16,0,1,0,0
32,45,1,0,0,0
52,25,0,0,0,0
54,67,0,1,1,0
29,30,1,0,0,0
30,12,0,0,0,0
28,25,1,0,0,0
43,20,0,0,0,0
62,32,0,0,0,1
34,70,0,0,1,0
43,35,0,0,0,0
22,17,0,0,0,1
25,20,0,0,0,0
45,18,0,0,0,1
32,400,1,0,1,0
57,128,1,1,1,0
35,18,0,0,0,0
35,45,1,1,0,0
57,6,0,0,0,0
54,63,0,0,0,0
36,100,1,1,1,0
38,30,0,0,0,0
62,17,0,0,0,0
25,25,1,0,1,0
41,15,0,1,0,0
26,15,0,0,1,0
51,40,1,0,0,0
30,60,0,0,0,0
52,70,1,1,1,0
27,150,0,0,1,0
26,70,1,0,0,0
59,23,1,0,1,0
29,30,1,0,1,0
50,60,1,0,0,0
40,23,0,0,0,0
31,30,0,0,0,0
38,50,1,0,1,0
61,15,0,0,0,1
58,30,1,0,1,0
36,102,1,0,1,0
32,25,0,0,1,0
26,22,0,0,0,0
28,35,1,0,0,0
60,15,1,0,0,0
33,36,0,0,0,0
57,30,0,0,1,1
28,20,1,1,1,0
27,25,0,0,1,1
24,30,0,0,0,1
40,30,0,0,0,0
23,20,0,0,1,0
35,26,1,0,1,0
25,15,1,1,0,0
56,30,0,0,0,0
55,20,0,0,0,1
28,30,1,0,0,0
39,45,0,0,0,0
27,44,1,0,1,0
21,30,0,1,0,0
52,30,0,1,1,0
32,35,0,0,0,0
44,80,1,0,0,0
22,20,0,0,0,0
30,35,0,0,1,0
49,55,1,0,0,0
37,30,0,0,0,0
38,19,0,0,1,0
26,35,0,0,0,0
30,20,0,0,0,0
40,20,0,0,1,0
49,50,0,0,1,0
27,20,1,0,0,0
31,30,1,0,0,0
34,120,0,0,0,0
42,12,0,0,0,0
27,30,1,0,0,0
40,22,0,0,0,0
40,10,0,0,0,0
61,20,1,0,0,0
25,18,1,0,0,0
32,100,0,0,1,0
39,150,1,0,1,0
47,120,1,0,1,1
36,100,1,1,1,0
57,40,0,0,0,1
58,15,0,0,0,0
21,8,0,0,0,0
30,18,0,0,0,0
22,50,0,0,0,0
29,30,0,0,1,0
29,40,1,1,0,0
50,95,1,0,0,1
28,50,0,1,1,1
27,55,1,0,1,0
67,20,0,0,1,0
46,70,0,1,0,1
42,150,0,0,1,0
47,35,0,0,1,0
53,65,1,0,0,0
25,55,1,0,0,0
43,35,0,0,1,0
32,12,0,0,0,1
43,35,0,0,1,1
21,36,0,0,1,1
31,60,0,0,0,0
45,35,0,0,1,0
49,14,1,0,0,1
55,20,0,0,0,0
37,23,1,0,1,0
36,35,0,1,0,0
30,30,0,0,0,0
30,45,0,1,0,0
49,30,0,0,1,0
26,12,0,0,1,1
45,60,0,1,1,0
36,60,0,0,1,0
60,17,0,1,0,0
65,10,1,0,0,0
44,35,0,0,0,0
51,7,0,0,0,0
40,15,1,0,0,0
29,32,0,0,0,0
41,20,0,0,0,0
29,10,0,0,0,0
30,36,0,0,0,0
42,36,0,0,0,0
27,35,0,1,0,0
23,30,0,0,1,0
31,18,0,0,0,0
48,15,0,0,1,0
43,110,0,0,0,0
52,60,0,0,0,0
41,5,0,1,0,0
27,40,0,0,0,0
28,7,0,0,0,0
29,35,1,0,0,1
32,45,0,0,0,0
28,100,1,1,1,0
31,30,0,0,1,0
34,20,1,0,0,0
43,60,0,1,1,0
43,20,0,0,0,0
48,60,0,0,0,0
37,19,0,0,0,1
35,30,0,0,1,0
51,40,0,0,1,0
55,75,1,0,1,0
26,80,1,1,1,0
53,22,0,0,0,1
46,45,0,0,0,0
61,8,0,0,0,0
38,17,0,0,1,0
38,34,1,0,0,0
25,23,0,0,0,1
37,26,0,0,0,0
26,37,0,0,0,0
29,45,0,0,1,0
27,25,0,0,0,0
65,13,1,0,0,0
35,40,0,0,1,0
37,25,0,0,0,0
40,40,0,0,0,0
64,11,0,0,0,0
40,15,0,0,0,0
27,100,1,0,1,0
58,25,0,1,1,0
29,70,0,1,1,0
41,15,0,0,0,0
53,8,0,0,0,0
52,8,0,0,1,0
41,55,0,0,1,0
52,37,1,0,0,0
56,500,1,0,1,0
26,20,0,0,0,0
24,30,0,0,0,0
28,60,1,1,0,1
29,60,0,0,1,0
31,90,0,1,1,0
28,30,1,0,0,0
44,47,0,1,0,0
37,50,0,0,0,0
36,27,1,1,0,0
51,30,1,1,0,0
52,25,1,0,0,0
52,40,0,0,0,0
43,70,0,0,1,0
32,100,0,0,1,0
33,40,0,0,0,0
34,30,0,0,0,0
63,45,1,0,1,0
29,25,0,0,0,0
40,25,0,0,0,0
39,25,0,0,1,0
57,52,0,1,0,0
24,25,0,0,0,0
53,100,1,0,1,0
43,25,0,0,0,0
31,120,1,0,1,0
33,25,0,0,0,0
47,60,0,0,0,0
24,17,0,0,0,0
37,15,0,0,0,1
31,38,0,0,1,0
25,11,1,1,1,0
40,70,0,0,0,0
26,21,1,1,0,0
40,27,1,0,0,0
32,18,0,0,0,0
46,45,1,0,1,0
28,42,0,1,1,0
34,110,0,0,1,0
64,21,0,0,0,0
36,40,0,0,1,1
54,40,1,1,0,0
34,50,0,0,1,0
44,45,0,0,1,0
22,26,1,0,0,1
40,5,1,1,1,0
55,15,0,1,0,0
34,11,0,0,0,0
44,85,1,0,0,0
52,18,1,0,0,0
52,50,1,1,0,0
29,100,1,0,0,0
23,30,0,0,1,0
31,20,0,1,0,0
46,30,0,0,0,0
34,12,0,0,1,0
25,35,0,0,0,0
26,30,1,1,0,0
38,50,0,0,1,0
49,25,1,1,0,0
21,23,0,1,0,0
27,25,1,0,0,0
38,60,0,0,1,0
26,19,0,0,0,1
29,80,1,0,1,0
48,35,1,0,0,0
39,60,0,0,0,0
51,10,0,1,0,0
25,25,1,1,0,0
27,45,0,0,0,0
36,90,1,0,0,0
62,8,0,0,0,1
41,50,0,0,1,0
41,25,0,1,0,1
53,20,0,0,1,1
56,37,1,1,0,0
54,15,0,0,0,0
25,45,1,1,1,0
26,160,0,0,0,0
39,30,0,0,1,0
25,40,1,1,0,0
36,20,0,0,0,1
45,20,1,1,0,0
55,20,0,0,0,0
28,22,1,0,0,0
27,42,1,0,1,0
25,30,1,0,0,0
70,9,1,0,0,0
27,80,1,1,1,0
34,7,1,1,0,0
42,50,0,0,1,0
67,9,0,0,0,0
26,40,0,0,0,0
46,80,1,0,0,0
23,18,0,0,1,0
66,22,0,0,1,0
45,85,0,0,0,0
36,42,1,1,1,0
59,73,1,0,0,0
37,70,1,0,0,0
43,45,0,0,1,1
38,25,0,0,0,1
46,50,1,1,1,0
41,80,0,0,1,0
40,40,0,0,0,0
36,60,0,1,0,0
34,30,0,0,0,0
34,300,0,0,1,0
55,108,1,0,1,0
49,30,1,0,0,0
27,60,1,1,1,0
51,100,1,0,1,0
56,20,0,0,0,0
37,48,1,1,1,0
25,31,0,0,0,1
28,37,0,0,0,0
52,12,0,0,0,0
60,43,1,1,1,0
30,16,1,1,0,0
40,18,1,1,0,0
27,55,1,0,1,0
24,30,1,0,0,0
60,50,1,0,1,0
28,7,0,0,1,0
56,50,0,0,0,0
39,50,1,0,1,0
63,12,1,0,0,0
22,21,0,0,1,0
39,60,1,0,1,0
27,50,1,0,1,0
55,48,1,0,0,1
27,30,1,0,0,0
50,55,0,0,0,0
42,47,0,0,0,0
29,40,1,0,0,0
45,40,0,0,0,0
25,60,0,1,0,0
34,60,1,0,1,0
50,25,0,1,0,0
47,20,0,0,0,0
39,60,1,0,1,0
32,50,1,0,1,0
26,30,0,0,0,1
37,30,0,0,0,0
29,50,0,0,1,1
30,40,1,0,0,0
28,12,1,1,0,0
53,14,0,1,0,0
36,25,1,1,1,1
22,23,0,0,0,0
52,50,0,1,0,0
33,28,0,0,0,0
36,22,1,0,1,1
31,25,1,0,1,1
34,30,0,0,0,0
47,20,0,1,1,0
59,10,1,0,0,1
34,12,0,0,0,0
34,25,0,0,0,0
26,10,0,1,0,1
33,35,0,1,1,0
45,100,1,1,0,0
35,60,0,0,1,0
34,25,1,1,1,0
28,60,1,1,0,0
35,400,1,0,1,0
62,8,0,0,0,0
60,42,0,0,0,0
58,20,1,0,0,0
35,20,1,0,1,1
51,25,0,0,0,1
24,40,1,1,0,0
44,60,1,1,1,0
31,45,1,1,0,0
40,13,0,1,0,0
41,35,0,1,0,0
61,12,1,0,0,0
40,10,0,0,0,0
36,150,1,0,1,0
33,85,0,0,1,0
39,32,1,0,0,0
41,65,0,0,1,0
45,18,1,1,0,0
24,70,1,1,1,0
33,8,0,0,0,0
58,60,1,1,0,0
31,25,0,0,1,0
58,7,0,1,0,0
43,6,0,0,0,0
31,150,0,0,1,0
27,50,1,1,0,0
26,26,0,0,0,0
48,25,0,0,0,0
45,105,1,0,1,0
32,35,0,0,1,0
36,70,1,0,0,0
23,26,0,0,1,0
28,15,0,0,1,1
23,10,0,1,0,0
24,40,0,0,1,0
53,30,1,0,1,0
42,15,0,0,0,0
64,14,0,0,0,0
62,42,0,0,0,0
34,37,1,0,1,0
26,32,1,1,0,0
39,38,0,0,0,0
53,80,1,0,0,0
68,10,0,0,0,0
41,14,0,0,0,1
53,17,0,0,0,0
41,30,1,1,0,0
35,16,0,0,0,0
45,30,1,0,0,0
35,30,0,0,0,0
51,20,1,0,0,0
29,47,0,0,0,0
61,50,1,1,1,0
30,45,1,1,0,0
32,45,0,0,0,0
22,43,0,0,0,0
37,36,1,1,1,0
50,50,1,0,0,0
33,120,1,0,1,0
22,25,0,0,1,0
44,70,0,0,1,0
41,15,0,0,0,0
53,25,0,1,0,0
45,75,0,0,1,0
39,13,1,0,0,1
25,170,1,1,1,0
49,23,0,0,0,0
54,47,0,0,0,0
36,150,1,0,1,0
35,30,0,0,0,0
48,60,0,0,0,0
51,45,0,0,0,1
39,40,0,0,1,0
28,26,0,0,1,0
29,10,0,0,0,0
67,28,1,1,0,0
62,16,0,0,0,0
23,38,0,0,0,0
23,50,0,0,0,1
29,35,1,0,0,0
50,15,0,0,1,0
35,15,0,0,0,0
53,30,0,0,0,1
46,15,0,0,0,0
28,6,0,0,0,0
34,14,0,0,0,0
37,35,0,1,1,0
51,30,1,0,0,1
54,172,1,1,0,0
31,45,0,0,1,0
43,25,0,0,1,0
37,60,1,0,1,0
60,50,1,0,1,1
52,30,1,1,0,0
38,20,0,0,0,0
25,25,0,0,0,0
42,50,0,0,1,0
27,35,0,0,0,1
56,30,0,0,1,0
35,20,1,0,1,0
41,25,0,1,0,0
43,20,1,0,0,0
43,21,0,0,0,0
32,20,0,0,1,0
28,37,0,0,1,0
40,25,0,0,0,0
51,30,0,0,0,0
30,50,1,0,0,0
52,30,1,0,0,0
28,23,1,1,0,0
50,100,1,0,0,0
63,100,1,0,1,0
42,30,0,0,0,1
31,18,0,0,1,0
37,30,0,0,1,0
46,65,0,0,0,0
46,40,0,0,1,0
38,70,1,0,1,0
21,15,0,1,0,0
62,24,0,0,0,0
49,30,0,0,1,1
29,30,0,0,0,1
30,20,1,0,0,0
46,50,0,0,0,0
55,25,0,0,0,0
51,30,0,0,1,0
59,10,0,0,0,0
40,40,1,0,1,0
26,30,0,0,0,0
63,27,1,0,0,0
47,50,1,0,1,0
61,40,0,0,0,0
25,18,0,0,0,0
56,12,0,0,0,0
26,20,0,0,0,0
44,40,0,0,0,1
45,23,0,0,0,1
54,70,0,0,1,0
22,23,0,0,0,1
26,35,0,0,0,0
64,16,0,0,0,0
58,35,0,0,1,0
51,40,0,0,1,0
38,25,0,0,0,1
43,18,0,0,0,0
23,20,0,0,0,0
50,60,0,0,0,0
25,25,0,0,0,0
32,80,1,1,1,0
41,100,1,0,1,0
36,30,0,0,0,0
44,17,1,0,0,0
24,27,1,0,0,0
51,12,0,1,0,0
51,40,0,0,0,1
40,30,0,0,1,0
49,22,0,0,0,0
27,120,0,0,1,0
39,81,1,0,1,0
64,10,0,0,0,0
64,35,0,0,0,0
26,25,0,0,0,0
44,56,0,1,1,0
37,45,0,0,0,0
51,47,1,0,1,1
53,18,0,0,0,0
29,80,1,0,1,0
38,30,0,0,1,0
32,12,0,0,1,0
62,9,0,0,0,1
43,30,0,0,0,0
36,30,0,0,0,1
31,20,0,0,0,0
40,150,0,1,1,0
36,20,0,0,1,0
53,12,0,0,0,0
31,48,1,1,1,0
46,80,1,0,1,0
41,50,0,0,1,0
55,10,0,0,0,0
26,38,1,0,1,0
27,14,0,0,0,1
31,40,1,0,1,1
31,60,1,0,1,0
23,53,0,1,1,0
47,80,1,0,0,0
42,8,0,0,0,0
42,20,0,0,1,1
26,40,0,0,0,0
34,23,0,0,0,1
64,19,1,1,0,0
47,90,1,1,0,0
46,12,0,1,1,0
25,20,0,1,0,0
52,50,1,0,1,0
52,75,0,0,1,0
31,85,0,0,0,0
57,40,1,0,0,0
50,28,0,0,0,0
63,40,1,0,1,0
44,150,0,0,1,0
41,30,0,0,0,0
46,150,1,1,1,0
31,20,0,0,0,0
29,30,1,0,0,0
24,45,0,0,1,0
30,30,0,0,1,0
34,14,0,0,1,0
28,18,1,0,1,0
39,90,1,0,1,0
30,150,0,0,0,0
57,66,0,0,0,0
51,100,1,0,0,0
32,25,0,0,0,0
44,25,0,0,0,0
37,6,1,0,1,0
43,350,1,0,1,0
51,42,1,0,1,0
52,30,0,0,1,0
34,100,1,0,0,0
22,35,0,0,1,0
45,120,1,1,1,0
25,35,0,0,0,0
65,16,0,0,0,1
49,11,0,0,0,0
31,25,1,0,0,0
51,8,0,0,0,0
35,60,0,0,1,0
36,18,0,0,0,1
38,55,0,0,0,0
56,18,0,0,0,0
40,30,0,0,1,0
28,40,1,0,0,0
38,12,0,0,0,0
50,30,0,0,0,0
30,25,0,0,0,0
30,20,0,0,1,0
27,20,0,0,1,1
40,120,0,0,0,0
33,55,1,0,1,0
28,25,0,0,0,0
26,23,1,0,0,0
31,40,0,0,1,0
35,25,0,0,1,0
26,35,0,0,0,0
46,30,0,0,1,1
37,240,1,0,0,0
38,50,1,0,0,0
63,15,0,0,0,1
57,12,0,0,0,0
60,17,0,0,0,0
40,30,0,0,1,0
67,14,1,0,0,0
56,30,1,0,0,0
45,80,0,0,1,0
51,70,1,1,0,0
38,14,0,0,0,1
26,25,0,0,0,0
37,15,0,1,1,0
53,40,1,0,1,0
33,40,0,0,1,0
40,25,0,0,0,0
27,100,1,1,1,0
33,80,0,0,1,0
21,15,0,0,0,0
58,21,0,0,0,0
36,38,0,0,0,0
46,40,0,0,0,0
41,40,1,0,0,0
57,41,1,1,0,0
64,12,1,0,1,0
60,9,0,0,0,0
42,15,0,0,0,0
39,16,1,0,0,0
27,50,1,0,1,0
51,45,0,0,0,0
21,20,0,0,0,0
42,60,1,0,0,0
21,25,0,0,0,1
40,50,0,0,1,0
28,40,1,0,0,0
55,18,0,0,1,0
55,15,0,0,0,0
50,40,0,0,1,0
34,95,1,0,1,1
50,26,1,0,0,0
47,15,0,0,0,1
25,25,0,0,0,0
36,150,1,1,1,0
33,30,1,0,0,0
23,30,0,0,0,1
26,50,1,0,0,0
35,25,0,0,1,0
30,6,0,1,0,0
33,30,1,0,0,0
48,30,0,1,0,0
58,60,0,0,1,1
44,70,0,0,1,0
30,100,1,0,1,0
38,40,0,1,0,1
59,30,0,0,0,1
51,10,0,0,0,0
48,12,0,0,0,0
42,11,0,1,0,0
36,70,1,0,1,0
25,20,1,0,0,0
51,25,0,1,0,0
23,22,0,0,0,0
34,69,0,0,1,0
31,7,0,1,1,0
33,16,0,0,0,0
32,50,0,1,0,0
32,60,1,0,0,0
35,25,1,1,0,0
33,15,0,0,0,0
43,35,0,0,1,1
63,7,0,0,0,0
28,7,0,1,0,0
33,50,0,0,0,0
35,50,1,0,1,0
28,51,0,0,1,0
50,47,0,0,1,0
47,45,1,0,1,0
39,40,0,0,0,0
27,27,0,0,0,0
42,60,0,0,0,0
37,10,0,1,0,0
29,60,0,1,1,0
54,50,0,0,1,0
30,70,1,1,0,0
50,22,0,1,0,0
46,30,0,0,0,0
55,16,0,0,0,0
52,25,1,0,0,0
36,60,0,0,1,0
26,26,1,1,0,0
60,13,1,0,0,0
27,50,0,0,1,0
33,200,1,0,1,0
50,14,0,0,1,0
26,30,1,1,1,0
24,20,1,0,0,1
23,35,1,0,0,0
50,23,0,0,0,0
56,75,1,0,1,0
48,22,0,0,0,0
50,40,0,0,0,0
39,5,0,0,0,0
29,25,0,0,0,0
23,14,0,0,0,0
55,40,1,0,1,0
59,50,0,0,1,0
40,40,1,0,1,0
35,100,0,0,1,0
54,45,1,0,0,0
38,40,1,1,1,0
24,100,0,0,1,0
36,35,0,0,1,0
42,45,0,1,0,0
49,35,0,0,0,0
41,20,0,0,0,0
25,120,0,1,0,0
32,45,0,0,0,0
49,100,0,0,1,0
27,350,0,0,0,0
28,60,0,0,0,0
49,40,1,1,0,0
44,20,1,1,0,0
53,22,0,0,0,0
65,6,0,0,0,0
53,50,0,0,0,0
24,5,0,1,0,0
37,36,1,0,0,1
33,60,1,1,1,0
26,20,0,0,0,1
38,80,1,0,1,0
36,35,0,0,0,0
36,45,0,1,1,0
50,35,0,0,0,1
34,85,1,0,0,0
29,45,1,0,0,1
25,22,0,0,1,1
34,25,0,0,0,0
36,11,0,0,0,0
30,30,1,0,0,0
23,35,0,1,0,0
60,42,0,0,1,0
25,35,1,0,0,0
51,30,1,0,0,0
35,40,1,0,0,0
41,7,1,0,1,0
34,15,0,0,0,0
39,90,1,0,0,0
51,25,0,0,1,0
63,30,0,0,0,0
54,30,0,0,1,0
56,25,0,0,0,0
28,200,1,0,1,0
34,46,1,0,1,0
35,38,0,0,1,0
51,20,0,0,1,1
31,15,0,0,0,0
43,23,0,1,0,0
58,18,1,0,1,0
56,100,1,0,0,0
52,20,0,0,0,0
28,60,0,0,1,0
26,35,1,1,0,0
25,40,0,1,0,0
58,29,1,0,0,0
67,13,0,0,0,0
31,100,0,0,0,0
35,15,1,1,0,0
28,12,1,0,0,0
30,27,0,0,0,0
49,30,0,0,1,0
28,30,0,0,1,0
56,40,0,0,1,0
45,40,1,1,1,0
22,24,1,0,0,0
27,40,0,1,1,0
27,25,0,0,1,0
35,70,1,0,1,0
27,35,0,0,0,0
35,66,1,1,0,0
28,30,1,1,0,0
46,23,0,0,1,0
64,6,0,0,0,0
26,30,1,0,1,0
31,50,1,0,1,0
30,35,0,0,0,0
25,35,1,0,0,0
30,37,1,0,0,0
37,30,1,0,0,1
55,15,0,1,0,0
30,30,0,0,0,0
33,32,0,0,1,0
46,16,0,0,0,0
55,36,1,1,0,0
63,17,0,0,0,0
26,40,0,0,1,0
61,25,0,0,1,0
42,40,0,0,0,0
59,13,0,0,0,0
32,25,0,0,1,0
39,80,1,0,0,0
29,20,1,0,0,0
28,50,0,0,1,0
44,50,0,0,0,0
31,20,1,0,0,0
29,50,0,1,0,0
35,50,0,1,0,0
50,11,0,1,0,0
26,25,0,1,0,0
36,12,0,0,0,1
32,30,0,0,0,0
32,45,0,0,1,0
26,28,0,1,0,0
51,10,0,0,0,0
36,29,0,0,0,1
33,24,0,1,1,1
40,54,1,1,1,0
27,25,0,0,0,0
56,35,0,0,0,0
23,45,0,1,0,0
31,45,0,0,0,0
66,17,0,0,0,0
29,30,0,0,0,0
39,35,0,0,0,0
40,60,0,0,0,0
29,35,0,0,1,1
44,30,0,0,0,0
40,25,0,0,0,0
37,110,0,0,0,0
40,40,1,0,0,0
34,8,0,1,0,0
51,30,0,0,1,0
68,10,0,0,0,0
32,10,0,0,0,0
30,20,0,0,0,0
33,25,1,1,0,0
26,25,0,0,0,0
55,35,0,0,0,1
66,82,1,1,1,0
53,32,0,1,0,0
36,15,1,1,0,0
39,35,0,1,1,0
54,51,0,0,1,0
48,36,1,1,0,0
36,16,0,0,0,1
39,200,1,1,1,0
45,16,0,0,0,1
26,6,1,1,0,0
45,30,1,0,0,0
30,40,1,0,1,0
57,80,0,0,1,0
37,20,0,0,1,0
47,60,1,0,0,0
29,55,0,0,0,0
49,15,0,0,0,0
46,30,0,0,1,0
27,50,1,0,1,0
58,70,0,0,0,0
23,25,0,0,0,0
33,19,1,0,0,0
55,12,0,0,0,1
41,50,0,0,1,0
26,65,1,1,1,0
34,28,1,1,0,0
31,28,0,0,1,0
29,24,0,1,0,0
27,50,0,0,1,0
44,35,0,0,0,1
61,50,0,0,0,0
64,8,1,0,0,0
34,70,0,0,1,0
36,90,0,0,1,0
41,50,0,0,0,0
51,80,0,0,0,0
43,30,0,0,1,0
26,20,0,1,0,1
25,25,0,0,1,1
30,30,0,0,1,0
44,48,0,0,0,1
41,30,0,0,0,0
34,17,0,0,0,0
31,45,1,0,1,0
46,20,0,0,0,0
35,35,0,1,0,0
55,20,0,0,0,0
56,7,0,0,0,0
29,30,1,0,1,0
34,45,0,0,0,0
34,50,0,0,0,0
38,120,0,0,0,0
40,85,1,0,0,0
44,40,0,0,0,1
27,27,1,0,0,1
33,40,1,1,0,0
53,150,1,0,1,0
52,37,0,0,1,0
45,15,0,0,0,0
30,27,0,1,1,1
53,28,0,0,0,0
36,35,0,0,1,1
26,30,0,0,0,1
51,40,0,0,1,0
59,15,0,0,1,1
24,20,0,0,0,0
61,8,0,0,1,0
51,24,0,0,0,0
33,30,1,0,0,0
34,25,1,0,0,0
42,60,0,0,1,0
23,35,1,0,0,1
32,20,0,1,1,1
26,25,0,0,1,0
48,40,1,1,0,0
40,40,1,0,1,0
25,35,0,0,0,1
57,15,0,0,0,0
58,25,0,0,1,0
30,20,0,0,0,0
44,14,1,0,1,0
25,25,0,0,1,0
34,17,0,0,0,0
37,60,0,0,0,0
60,14,0,0,0,0
43,70,1,0,0,0
34,25,0,0,0,1
46,60,0,1,1,0
30,35,1,0,1,0
31,25,0,0,0,0
27,18,0,0,0,0
29,80,1,0,0,0
39,20,0,0,0,1
25,50,1,0,0,0
35,50,0,0,1,0
31,30,0,0,0,0
30,50,0,1,0,0
30,25,0,1,0,1
31,11,0,0,0,0
44,250,1,0,1,0
44,20,0,0,0,0
32,55,0,0,0,0
52,80,1,0,1,0
31,52,1,0,1,1
23,40,1,0,0,0
43,17,0,0,0,0
32,20,0,0,0,0
53,90,1,0,0,0
25,15,0,0,1,1
31,24,0,0,1,0
34,70,1,0,0,0
24,80,1,0,1,0
30,18,0,0,0,0
30,30,0,0,0,1
61,30,0,0,0,0
21,17,0,0,0,0
31,55,0,0,0,0
69,27,0,0,0,0
26,45,0,0,1,1
44,40,1,1,1,0
39,55,0,0,0,0
30,60,1,0,0,0
31,50,1,0,0,0
27,20,1,1,0,1
48,15,0,0,0,0
21,50,0,1,0,0
44,75,0,0,0,0
40,11,0,1,1,0
36,30,0,0,0,0
45,35,0,0,1,0
40,70,0,0,1,0
28,15,0,0,0,0
45,100,0,0,0,0
34,60,0,0,0,0
23,30,1,1,0,0
34,90,1,0,1,0
35,100,0,0,1,0
62,22,0,0,0,0
32,27,0,0,0,1
37,24,1,0,0,0
29,12,1,0,0,0
28,25,0,0,0,0
56,22,0,0,0,0
40,70,1,0,0,1
41,30,0,0,0,1
60,18,0,0,0,0
45,150,0,0,1,0
33,50,1,0,1,0
62,18,0,0,0,0
56,45,1,0,1,0
41,50,0,0,0,1
31,50,0,0,1,0
48,30,0,0,0,0
56,40,0,0,0,1
68,15,1,0,1,0
33,23,0,0,0,0
51,35,0,0,0,0
42,15,0,1,0,1
30,70,0,0,0,0
38,30,1,0,0,0
31,30,0,0,1,0
50,20,0,0,0,1
31,25,0,0,1,0
24,50,0,0,1,0
59,20,1,0,1,0
56,20,0,0,1,0
68,10,0,0,0,1
27,15,1,0,0,0
53,50,1,0,0,0
36,15,1,1,1,0
42,60,1,1,1,0
53,57,0,1,0,0
31,20,0,0,0,0
38,10,0,0,0,0
64,60,1,0,1,1
47,300,0,0,1,0
47,23,0,0,0,0
37,28,1,1,0,0
31,30,0,0,0,0
43,30,0,0,0,0
51,40,0,0,0,0
30,40,0,0,1,0
28,30,0,0,0,1
33,25,0,1,0,0
33,18,0,0,0,0
57,13,0,0,0,0
52,25,0,0,0,0
41,23,0,0,0,1
26,15,0,0,0,0
47,35,1,0,0,0
42,25,0,0,0,0
35,23,0,0,0,0
39,70,0,0,1,0
24,25,1,0,0,0
24,60,1,0,1,0
33,50,0,0,0,0
49,60,0,0,0,1
57,20,0,0,0,0
21,17,0,0,0,0
29,27,0,0,1,1
27,18,0,0,0,0
41,70,0,0,1,0
44,507,1,0,1,0
31,45,0,1,0,0
49,40,0,0,0,0
28,40,1,1,0,0
36,19,0,0,1,0
40,12,1,0,0,0
58,50,1,1,1,0
53,25,0,1,0,0
29,15,0,0,0,0
30,15,1,1,0,1
49,30,0,0,0,0
25,30,0,0,0,0
31,125,1,1,0,0
50,30,0,1,1,0
24,60,1,0,1,0
36,25,0,1,1,0
52,11,0,0,0,1
25,35,0,1,1,0
30,7,0,0,0,0
28,15,0,0,0,0
42,15,0,0,0,0
30,38,0,0,1,0
29,35,0,0,1,0
28,30,0,1,1,0
38,40,1,0,1,0
58,30,0,0,1,0
51,55,0,0,0,0
32,100,0,0,0,0
55,8,0,0,1,0
28,25,0,0,0,0
25,35,0,1,0,0
59,7,0,0,0,1
57,66,1,0,0,0
24,25,0,0,0,0
23,35,1,1,0,0
42,10,0,0,0,1
59,35,0,1,1,0
37,80,0,0,1,0
26,33,0,0,1,0
28,40,0,0,0,0
27,35,1,1,0,0
45,40,0,0,0,0
38,200,0,0,1,0
36,70,1,0,0,0
28,23,0,0,0,1
63,8,0,0,0,1
29,20,1,0,0,0
28,50,1,0,1,1
55,15,0,1,1,0
26,30,0,0,0,0
51,32,1,1,0,0
37,30,0,0,0,0
55,15,0,0,0,0
33,32,0,1,0,0
49,40,1,0,1,0
25,23,1,0,1,0
22,30,0,1,1,0
40,70,0,0,1,0
42,45,0,0,0,0
51,40,0,0,1,0
47,39,1,1,0,0
29,10,0,0,0,0
27,50,1,0,1,0
33,25,1,0,1,0
33,32,0,0,1,0
37,42,0,0,1,0
33,40,1,0,1,0
51,35,0,0,1,0
25,30,0,0,0,0
29,50,1,1,0,0
25,55,0,1,1,0
28,45,1,0,0,0
34,30,0,0,1,0
24,18,0,0,0,0
27,25,0,0,0,0
42,35,0,0,0,0
47,30,0,0,1,0
